practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,Img1,Img2,corrAns,Equal,Instruct.started,ReadyKey.started,ReadyKey.keys,ReadyKey.rt,img1.started,img1.stopped,img2.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,9.004637099977117,9.004637099977117,right,4.720334499987075,,,,,,,,820421,001,2023-03-13_16h05.14.274,PsychoTest,2022.2.5,222.79654218456375,
,,,,,,,,,,,,13.785522999998648,18.787860699987505,19.231520599976648,19.231520599976648,right,0,3.381271599995671,,,,,,,
