Img1,Img2,corrAns,Equal,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instruct.started,ReadyKey.started,ReadyKey.keys,ReadyKey.rt,text.started,text.stopped,img1.started,img1.stopped,img2.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.482737299986184,9.482737299986184,right,2.746542999986559,,,,,,,,,,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\2_1.jpg,Images\2_2.jpg,right,no,0,0,0,2,,,,,,,,,12.382277600001544,12.382277600001544,12.382277600001544,17.384153699997114,17.735170700005256,17.735170700005256,right,0,3.222510699997656,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\3_1.jpg,Images\3_2.jpg,right,no,0,1,1,4,,,,,,,,,21.05840549999266,21.05840549999266,21.05840549999266,26.061822799994843,26.51209070000914,26.51209070000914,right,0,2.508700000005774,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\3_2.jpg,Images\3_2.jpg,left,yes,0,2,2,5,,,,,,,,,29.067657000006875,29.067657000006875,29.067657000006875,34.06742310000118,34.53066590000526,34.53066590000526,right,0,4.064998899993952,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\2_1.jpg,Images\2_1.jpg,left,yes,0,3,3,3,,,,,,,,,38.6915219000075,38.6915219000075,38.6915219000075,43.693097200011835,44.099553300009575,44.099553300009575,left,0,1.728894500003662,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\1_1.jpg,Images\1_2.jpg,right,no,0,4,4,1,,,,,,,,,45.93898129998706,45.93898129998706,45.93898129998706,50.94287780000013,51.34071419999236,51.34071419999236,right,0,3.1394551999983378,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
Images\1_1.jpg,Images\1_1.jpg,left,yes,0,5,5,0,,,,,,,,,54.54701370000839,54.54701370000839,54.54701370000839,59.55183320000651,59.989227599988226,59.989227599988226,left,0,1.878610399988247,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
,,,,,,,,0,0,0,0,,,,,61.90324119999423,61.90324119999423,61.90324119999423,66.9043141999864,67.37344960001064,67.37344960001064,left,0,2.1266972000012174,466579,001,2023-03-13_15h55.13.133,PsychoTest,2022.2.5,224.0700533566704,
