practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,Img1,Img2,corrAns,Equal,Instruct.started,ReadyKey.started,ReadyKey.keys,ReadyKey.rt,img1.started,img1.stopped,img2.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,8.070283199980622,8.070283199980622,left,3.395987199997762,,,,,,,,920703,001,2023-03-13_16h10.27.615,PsychoTest,2022.2.5,266.54583242197197,
,,,,,,,,,,,,11.532334399991669,16.5326078000071,16.977495900006033,16.977495900006033,left,1,2.8621504999755416,,,,,,,
